Column1,date,title,text,day,month,year,link
2731, 04 april 2009 kl. 16.24,Polisen förtegen om död kvinna,Göteborg. En kvinna i 20-årsåldern hittades död i en lägenhet på Nordostpassagen i Göteborg vid halvniotiden på fredagskvällen. Skadorna på kroppen och omständigheterna i övrigt kring fyndet gör att polisen satt igång en förundersökning om misstänkt brott. Men polisen är mycket förtegen och säger i princip ingenting. Inte ens om brottsrubriceringen gäller mord eller något annat. Polisen yppar inget om något vapen eller tillhygge använts. Och först under lördagseftermiddagen bekräftade polisen att den döda var en kvinna i 20-årsåldern. En teknisk undersökning ska göras av lägenheten för att säkra de spår som finns och kroppen ska undersökas rättsmedicinskt. Det vill polisen inte heller kommentera. Sent på lördagseftermiddagen hade ingen gripits. ,04,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/kaM0PQ/polisen-fortegen-om-dod-kvinna
2732, 06 april 2009 kl. 17.33,Man anhållen för Göteborgsmord,"Göteborg. En man född 1987 är anhållen i sin frånvaro, misstänkt för mord på en kvinna i 20-årsåldern som hittades död i en lägenhet i bostadsområdet Nordostpassagen i Göteborg i fredags. Mannen är samma person som tidigare eftersökts av polisen och har anknytning till lägenheten där mordet begicks. Han är tidigare känd av polisen. Gärningsmannen och den mördade kvinnan kände varandra sedan tidigare. I övrigt är polisen, som tidigare inte ens ville precisera brottsrubriceringen, väldigt förtegen om omständigheterna kring händelsen. Vid halvniotiden på fredagskvällen hittades kvinnan död i lägenheten. Polisen vill inte kommentera om något tillhygge har använts när kvinnan bragts om livet. I lägenheten, i trapphuset och på hissdörren fanns blodspår. En teknisk undersökning av lägenheten har gjorts och spår har säkrats medan obduktionen av kroppen görs under veckan. ",06,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/xRJr9G/man-anhallen-for-goteborgsmord
2733, 20 mars 2009 kl. 16.35,32-åring planerade spränga Bandidos ledare,"Den 32-årige mannen hör enligt åtalet till ledarna för Asir, en kriminell organisation som bildats på svenska anstalter. I november 2007 ska mannen ha beslutat sig för att röja Mehdi Sayyed ur vägen. Han reste då till Zagreb där han beställde två sprängladdningar. Efter ha återvänt till Sverige lejde han en kurir som skulle transportera väskan med laddningarna på en buss till Göteborg. Men bussen besiktigades i den slovenska gränskontrollen och spränganordningarna upptäcktes. Kort tid därefter häktades den nu åtalade 32-åringen i sin frånvaro. Sedan januari 2008 sitter han häktad. De båda sprängladdningarna skulle ha monterats på en metallyta och kunde fjärrstyras. Enligt åtalet var sprängverkan hos var och en av dem kraftig nog att döda människor inne i en personbil. Mehdi Sayyed dömdes nyligen till nio års fängelse för anstiftan till mordförsök. Förutom honom ska 32-åringen ha planerat att spränga ytterligare en man, utpekad som ledare för en annan rivaliserande liga. Den 32-årige mannen åtalas nu för förberedelse till mord. Som alternativ yrkar åklagaren på allmänfarlig ödeläggelse. Båda brotten är grova. ",20,mars,2009,https://www.aftonbladet.se/nyheter/a/5V3EVb/32-aring-planerade-spranga-bandidos-ledare
2734, 06 april 2009 kl. 18.08,Man anhållen för Göteborgsmord,"Mannen är samma person som tidigare eftersökts av polisen och har anknytning till lägenheten där mordet begicks. Han är tidigare känd av polisen. Gärningsmannen och den mördade kvinnan kände varandra sedan tidigare. I övrigt är polisen, som tidigare inte ens ville precisera brottsrubriceringen, väldigt förtegen om omständigheterna kring händelsen. Vid halvniotiden på fredagskvällen hittades kvinnan död i lägenheten. Polisen vill inte kommentera om något tillhygge har använts när kvinnan bragts om livet. I lägenheten, i trapphuset och på hissdörren fanns blodspår. En teknisk undersökning av lägenheten har gjorts och spår har säkrats medan obduktionen av kroppen görs under veckan. ",06,april,2009,https://www.aftonbladet.se/nyheter/a/e1z7wK/man-anhallen-for-goteborgsmord
2735, 20 mars 2009 kl. 16.43,Gängledare åtalad för mordplaner,"Göteborg. En ledare för ett kriminellt gäng planerade att spränga en konkurrent, utpekad som ledare för Bandidos. På fredagen åtalades mannen i Göteborgs tingsrätt för förberedelse till mord. Den 32-årige mannen hör enligt åtalet till ledarna för en kriminell organisation som bildats på svenska anstalter. I november 2007 ska mannen ha beslutat sig för att röja Bandidosledaren ur vägen. Han reste då till Zagreb där han beställde två sprängladdningar. Efter ha återvänt till Sverige lejde han en kurir som skulle transportera väskan med laddningarna på en buss till Göteborg. Men bussen besiktigades i den slovenska gränskontrollen och spränganordningarna upptäcktes. Kort tid därefter häktades den nu åtalade 32-åringen i sin frånvaro. Sedan januari 2008 sitter han häktad. De båda sprängladdningarna skulle monterats ha på en metallyta och kunde fjärrstyras. Enligt åtalet var sprängverkan hos var och en av dem kraftig nog att döda människor inne i en personbil. Måltavlan, som antas leda Bandidos, dömdes nyligen till nio års fängelse för anstiftan till mordförsök. Förutom honom ska 32-åringen ha planerat att spränga ytterligare en man, utpekad som ledare för en annan rivaliserande liga. Den 32-årige mannen åtalas nu för förberedelse till mord. Som alternativ yrkar åklagaren på allmänfarlig ödeläggelse. Båda brotten är grova. ",20,mars,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G1PMkJ/gangledare-atalad-for-mordplaner
2736, 12 mars 2009 kl. 11.46,Spelkungen dömd till 14 år,"Göteborg. Den så kallade spelkungen dömdes på torsdagen till 14 års fängelse vid Göteborgs tingsrätt. Han dömdes bland annat för anstiftan till mord, grovt dobbleri och grova ekonomiska brott. En medåtalad 36-årig man döms för försök till mord. Han är redan dömd till livstid för ett mord som spelkungen nu dömts för att ha beställt av 36-åringen. Livstidsstraffet omfattar den nya gärningen, skriver tingsrätten i ett pressmeddelande. Av de övriga elva medåtalade döms nio till mellan två års fängelse ned till villkorliga domar och samhällstjänst. Två åtalade frias. Tingsrättens dom tycks vara en stor framgång för åklagarna som hade svårt att få vittnen till domstolen. Många vittnen höll sig undan och en del flydde utomlands av rädsla för spelkungen som styrde sitt spelimperium med järnhand. I november 2007 slog polisen till mot illegala spelautomater på cirka 150 platser i landet. Kort därefter greps den nu 56-årige mannen i England. Han åtalades för att ha låtit placera ut omkring 600 olagliga spelautomater, som omsatte drygt 460 miljoner kronor på tre år. Den långa rättegången mot honom och tolv medåtalade avslutades i december. Åklagarna yrkade på livstids fängelse för 56-åringen. ",12,mars,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvz4pE/spelkungen-domd-till-14-ar
2737, 12 mars 2009 kl. 11.25,Spelkungen dömd till 14 års fängelse,"Dömdes bland annat för anstiftan till mord En medåtalad 36-årig man döms för försök till mord. Han är redan dömd till livstid för ett mord som spelkungen nu dömts för att ha beställt av 36-åringen. Livstidsstraffet omfattar den nya gärningen, skriver tingsrätten i ett pressmeddelande. Av de övriga elva medåtalade döms nio till mellan två års fängelse ned till villkorliga domar och samhällstjänst. Två åtalade frias. Tingsrättens dom tycks vara en stor framgång för åklagarna som hade svårt att få vittnen till domstolen. Många vittnen höll sig undan och en del flydde utomlands av rädsla för spelkungen som styrde sitt spelimperium med järnhand. ",12,mars,2009,https://www.aftonbladet.se/nyheter/a/3jB48q/spelkungen-domd-till-14-ars-fangelse
2738,NULL,NULL,Fredagen den 25 juli förra året hade Lena Karlsson i Hjo inte hört av sin 23-åriga dotter på två dagar. ,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/a/VRxBMr/mormor-mormor-mamma-sover
2739, 10 maj 2009 kl. 10.27,NULL,"Marcus Leifby, Aftonbladet.se, avd Borde inte vakten burits ut då istället? Mats Wennerholm, Sportbladet, VM i Bern, avd Vad gjorde Mats på geografilektionerna? Aftonbladet.se, avd Äntligen, ett helt lag har kommit ut ur garderoben? Aftonbladet, rubrik, avd Kan blir fler barn. Aftonbladet.se, avd Var det Jesus eller? Göteborgs-Posten, avd Rejäla byten... Marcus Torgeir, Konserthusrestaurangen i Gävle, efter konkursen, avd Det brukar man nog vara när man gått i konkurs... ",10,maj,2009,https://www.aftonbladet.se/sportbladet/a/0EvLM2/floskeltoppen-10-5
2740, 06 april 2009 kl. 11.36,Ökad säkerhet inför bombrättegång,"Göteborg. Han misstänks för delaktighet i sprängningen av en bomb hos chefsåklagare Barbro Jönsson. I dag stod han inför rätta på grund av häleri och flera fall av grov olovlig körning. Säkerheten vid Göteborgs tingsrätt hade skärpts eftersom 26-åringen har kopplingar till brödraskapet Wolfpack. Inhyrd personal från Securitas visiterade alla besökare till rättegången. I morgon inleder chefsåklagare Urban Svenkvist sin sakframställan i den del som gäller sprängningen av en bomb mot entrédörren till Barbro Jönssons bostad i Trollhättan. Då finns även en 24-åring som är medlem i Wolfpack på de anklagades bänk. De är åtalade för grovt olaga hot och allmänfarlig ödeläggelse för att ha gett sig på åklagaren som samtidigt arbetade med ett rättsfall kring det kriminella gäng som männen har kopplingar till. Männen var från början misstänkta för försök till mord. Det ändrades dock till grovt olaga hot sedan det visat sig att männen väntat med att detonera bomben tills Barbro Jönsson lämnat sin bostad. Brottet anses som grovt, eftersom angreppet skett på målsägandes bostad och privata sfär och för att utöva otillbörlig påverkan på henne i hennes arbete mot organiserad brottslighet. ",06,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/zL0OWw/okad-sakerhet-infor-bombrattegang
2741,NULL,NULL,Intervju med tv-producenten Tom Alandh ,NULL,NULL,NULL,https://www.aftonbladet.se/nojesbladet/a/OnyJ6k/jag-ville-alltid-gora-bergman
2742, 10 mars 2009 kl. 18.29,Friad mordmisstänkt får 223 000,"Det gäller ett uppmärksammat mord i april 2007 då en 18-åring sköts ihjäl på en fotbollsplan i Gårdsten i Göteborg med tio skott. 18-åringen fick plikta med sitt liv eftersom han pekats ut för att ha knivskurit en 15-åring några dagar tidigare på samma fotbollsplan. Men 18-åringen var oskyldig till det dådet. Den nu 21-årige mannen greps och häktades för medhjälp till mordet tillsammans med en äldre broder till 15-åringen. Båda friades dock i tingsrätten men målet överklagades. Först i december förra året dömdes en annan storebror till 15-åringen för mordet, efter att först ha flytt landet men senare och erkänt. JK hänvisar till mannens unga ålder och den allvarliga brottsmisstanken. ",10,mars,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/P3vo06/friad-mordmisstankt-far-223-000
2743, 03 april 2009 kl. 00.00,Spelar hjälte i ny storfilm,Ett filmstöd på åtta miljoner och  Spelar du en buse eller en snäll person? Filmens producent  Ni har fått ett väldigt stort filmstöd. ,03,april,2009,https://www.aftonbladet.se/nojesbladet/film/a/rL8rnm/spelar-hjalte-i-ny-storfilm
2744, 10 maj 2009 kl. 11.04,Två anhållna för mordet på Hanna Konac,"Mannen och kvinnan är på sannolika skäl misstänkta för knivmordet som ägde rum den 2 april i Norrköping, uppger polisen i Östergötland i ett pressmeddelande. De två anhölls redan i fredags i Göteborg och har förhörts under helgen. Åklagaren kommer under måndagen att begära de båda misstänkta häktade för mord. Strax efter mordet riktades misstankarna mot en kvinna i 25-årsåldern och en man i 40-årsåldern som sågs fly från platsen. Om det är de som nu sitter anhållna vill polisen inte bekräfta. Polisen vill inte säga hur de anhållna ställer sig till anklagelserna. Den 56-årige Hanna Konac, som kallades Can, hade ägt sin kiosk på Hagebygatan i Norrköping i fem år. Precis innan han skulle stänga igen för dagen, den 2 april, höggs han ihjäl. Svårt skadad stapplade han ut från sin kiosk och hittades död på gatan. Hanna Konac var populär och omtyckt bland grannar och kunder och sörjdes av många i Norrköping. Hans familj beskriver honom som en man som slet utan att förvänta sig något tack. Som en godhjärtad, ödmjuk och varm människa som alltid såg till att de närmast honom mådde bra. Som en man som för alltid kommer att vara älskad och saknad En av sönerna säger till aftonbladet.se att det är en stor lättnad att två personer gripits. Hanna Konac begravdes för en vecka sedan. ",10,maj,2009,https://www.aftonbladet.se/nyheter/a/ngL4gm/tva-anhallna-for-mordet-pa-hanna-konac
2745, 09 april 2009 kl. 16.25,Okritisk bevakning av fallet Östberg,"Stockholm. Annika Östberg är blond, snygg och etnisk svensk. Det har bidragit starkt till mediernas enorma empati och engagemang i hennes fall, enligt medieforskarna. Hon ser flera orsaker till att medierna låtit sig ryckas med så väldigt i just Annika Östbergs öde. För det första är fallet Annika Östberg helt enkelt en bra och enkel berättelse, något journalister som alltid har svårt att motstå. För det andra är hon en blond, svensk kvinna som är drabbad utomlands. Britt Börjesson, även hon medieforskare vid Göteborgs universitet, tror också att det faktum att Annika Östberg såg mycket bra ut som ung har hjälpt till. Britt Börjesson tycker det vore intressant att göra en systematisk forskningsstudie på hur mediebilden av Annika Östberg uppstod. Nu har Annika Östberg kommit hem till Sverige och därmed har historien snart nått sitt mål. När hon väl släpps ut kommer mediestormen snabbt att bedarra, tror Marina Ghersetti. Och utsläppt, det blir hon redan till sommaren. Det är polisprofessorn Leif GW Persson säker på. Han är inte imponerad av det han kallar mediernas vitmålning av Annika Östberg. ",09,april,2009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/l1MKrL/okritisk-bevakning-av-fallet-ostberg
